Sentence	Slot
Den Gästen attestierte er eine starke Leistung .	O O O O O O O O
Augsburg ( BoerseGo.de ) - Der Roboter- und Anlagenbauer KUKA ist im ersten Quartal 2009 in die roten Zahlen gerutscht .	B-LOC O B-OTH O O O O O O B-ORG O O O O O O O O O O O
Das Auslieferungsgesuch ist am Donnerstagabend in der Schweiz eingetroffen , wie das Bundesamt für Justiz ( BJ ) mitteilte .	O O O O O O O B-LOC O O O O B-ORG I-ORG I-ORG O B-ORG O O O
Ich fordere dich , weil ich dich achte , war der Leitsatz des umstrittenen , aber berühmten sowjetischen Pädagogen Anton Makarenko .	O O O O O O O O O O O O O O O O O B-LOCderiv O B-PER I-PER O
Die bilumbu waren spirituelle Medien , die sich in Trance versetzten und in die mboko – heilige Behälter , Körbe , Schüsseln – blickten , um anhand der darin platzierten Ritualobjekte den Willen der Geister und Götter zu deuten .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Die dunklere Farbe wird mit jeder Häutung dunkler , die helle Farbe ist cremeweiß bis weiß .	O O O O O O O O O O O O O O O O O
Seine junge Mannschaft durchläuft zwar in dieser Premier-League-Saison einen schmerzhaften Lernprozeß ( nur Platz fünf ) , aber Spiel für Spiel stellen sich immer mehr die Automatismen ein , die Wengers Fußballphilosophie entsprechen .	O O O O O O O B-ORGpart O O O O O O O O O O O O O O O O O O O O O O B-PER O O O
""" Derzeit sind wir der Auffassung , dass eine Platzierung am Markt oder außerhalb des Marktes bzw eine Kombination aus beidem die wahrscheinlichste Lösung ist "" , hieß es in der Mitteilung ."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Über 500 verschiedene erfolgreiche Yacht-Konstruktionen gehen auf sein Konto für europäische , amerikanische , japanische , australische und neuseeländische Kunden .	O O O O O O O O O O B-LOCderiv O B-LOCderiv O B-LOCderiv O B-LOCderiv O B-LOCderiv O O
1972 erhöhte sich die Zahl der Todesopfer noch weiter auf insgesamt 479 , wovon die meisten ( 247 ) Zivilisten waren .	O O O O O O O O O O O O O O O O O O O O O O
Allen Varianten gemeinsam ist die Betonung des ganzen Taktschlags der Musik ( downbeat ) durch ausgeprägte Fußarbeit .	O O O O O O O O O O O O O O O O O O
""" Haltet euch im Rahmen dieses Arbeitsgesetzes , denn dann können Sie auch von der Regierung verlangen , dass Ihre Interessen von ihr vertreten werden "" , forderte de Wet ."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
Keine Steinsetzungen sind in diesem Sinne auch Hügeleinfassungen oder Baulichkeiten ähnlicher Art , die keinen Selbstzweck erfüllen .	O O O O O O O O O O O O O O O O O O
Nach dem Krieg arbeitete er auf dem Bau .	O O O O O O O O O
Wegen angeblicher Verletzung des Rechtsstaatlichkeitgebotes werden hiergegen zuweilen Bedenken vorgebracht .	O O O O O O O O O O O
Gibt vielleicht doch den Ein oder Anderen , der das dann nicht mehr ganz so unterscheiden kann .	O O O O O O O O O O O O O O O O O O
""" Man müsse eine Politik formulieren , die in der Opposition wie auch in der Regierung machbar und belastbar ist "" , betonte sie ."	O O O O O O O O O O O O O O O O O O O O O O O O O
Teilnehmer Spiele Abschlusstabelle Qualifikation Gruppe B in Nymburk , Tschechien Das Turnier der Gruppe B fand im tschechischen Nymburk statt .	O O O O O O O B-LOC O B-LOC O O O O O O O B-LOCderiv B-LOC O O
In Schleswig-Holstein suchen Polizeibeamte mit Suchhunden die Mutter eines vor fast fünf Jahren getöteten Babys .	O B-LOC O O O O O O O O O O O O O O
Die Motivation , etwas zu essen , kann bei plötzlichem Auftreten zurückgehen , oder es wird in beiden Fällen ( angeboren und erworben ) verstärkt salzige oder fettige Nahrung verspeist , um das Grundgeschmackserlebnis zu genießen oder zu intensivieren .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Tritt der letztere Fall ein , dann wird die Tangente vom Punkte aus nicht nach hin gezogen , sondern in der entgegengesetzten Richtung , die von nach unten weist ; dies findet statt , wenn die Ordinaten mit zunehmenden abnehmen .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Aber auch das zyprische EZB-Ratsmitglied Athanasios Orphanides betonte am Montag bei einer Anhörung vor dem zyprischen Parlament , da sich die Inflation abgeschwächt habe und weiter sinken werde , gebe es noch "" großen Spielraum "" für die Geldpolitik ."	O O O B-LOCderiv B-ORGpart B-PER I-PER O O O O O O O O B-LOCderiv O O O O O O O O O O O O O O O O O O O O O O O O
Postbank-Ökonom Heinrich Bayer erwartet , dass im weiteren Jahresverlauf die Verzerrungen , die von die stark schwankenden Energiepreise der letzten Jahre bis zuletzt verursacht wurden , allmählich nachlassen .	B-ORGpart B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O
Tharandt hatte 2010 handeln müssen , als immer mehr Mauerteile an der Burg abstürzten .	B-LOC O O O O O O O O O O O O O O
Galli gehört der Generation der „ Jungen Wilden “ an , die sich von der bis Ende der siebziger Jahre dominierenden concept-art und minimal art abwendeten und zu einer neuen expressiv-figurativen Malerei fanden .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" Wir erwarten , dass die Preise und Konditionen erneut positiv ausfallen werden ."	O O O O O O O O O O O O O O
Über eine UKW -Funkfernsteuerung sollten die Tornado-Sprengboote wie auch beim Typ Linse ins Ziel gelenkt werden .	O O O O O O O O O O O O O O O O O
Der unschuldige Tote von Stockwell hat den Schock und die Verletzungen des Terroranschlags vom 7. Juli offenbart .	O O O O B-LOC O O O O O O O O O O O O O
Sieht sogar ganz flott aus .	O O O O O O
Rund 400 Mal im Jahr bekommt er es mit lebensbedrohlichen Missbildungen zu tun : offene Bäuche , Herzfehler , Nierenstörungen .	O O O O O O O O O O O O O O O O O O O O O
""" Zukunft@BPhil "" nennen die Philharmoniker ihr Tanzerziehungs-Programm ."	O B-OTH O O O O O O O
"Im Juni werden die H&S Daten und Informationen aus den Exeter 3D-Modellen bei Australian Mine Design & Development Pty Ltd ( "" AMDAD "" ) zur Optimierung des Tagebaus eingereicht werden ."	O O O O B-ORG O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O B-ORG O O O O O O O O O
"Ich hoffe , dass es eine solche Messe künftig jedes Jahr geben wird ! """	O O O O O O O O O O O O O O O
Präsident Canellas setzte aber zukünftig auf Gyula Lorant und der Aufstiegstrainer Klötzer konnte in Ruhe überlegen , womit ein Trainer sich die Gunst eines Präsidiums sichern kann .	O B-PER O O O O B-PER I-PER O O O B-PER O O O O O O O O O O O O O O O O
Zudem ist er wesentlich leiser , wenn nicht stark beschleunigt wird .	O O O O O O O O O O O O
Die kulturelle , soziale und wirtschaftliche Lebensader zwischen Nordbaden , Elsaß und Südpfalz wäre eklatant bedroht .	O O O O O O O O B-LOC O B-LOC O B-LOC O O O O
Präsident Matanyah übergibt das Internationale Skål Banner an den Parlamentsabgeordneten Chanyuth Hengtrakul ( links ) und Bürgermeister Niran Wattanasatsathorn ( rechts )	O B-PER O O B-ORG I-ORG O O O O B-PER I-PER O O O O O B-PER I-PER O O O
Die Hintervokale a, o und u können grundsätzlich nicht innerhalb eines Wortes zusammen mit den Vordervokalen ä , ö und y vorkommen .	O O O O O O O O O O O O O O O O O O O O O O O
Priamiden-Krater Oftmals übertreibt es der Unterwelt-Maler mit der Dekoration , so dass die Vasen etwas überladen wirken .	B-LOC O O O O O O O O O O O O O O O O O
Männer durften das Gelände nur zur Gelegenheit des O-Bon betreten .	O O O O O O O O O O O
Im Oktober 1996 gab die AG3WL , der 130 Weltläden angeschlossen sind , ihre Konvention der Weltläden - Kriterien für den Alternativen Handel heraus .	O O O O O B-ORG O O O O O O O O O O O O O O O O O O O
Während des 19. Jahrhunderts wechselte die Burg mehrmals in kurzen Abständen den Besitzer .	O O O O O O O O O O O O O O
Ebenso muß auf die Vergütung der Führungskräfte des Betreibers Einfluß genommen werden .	O O O O O O O O O O O O O
Die Marine-Agentur der Road and Transport Agency ( RTA ) wurde beauftragt , den künftig geschlossenen Creek-Wasserweg in ein zu entwickelndes Wasserverkehrssystem für Dubai einzuplanen .	O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O B-LOC O O O O O O B-LOC O O
Die alarmierte Feuerwehr rückte mit einem Großaufgebot an .	O O O O O O O O O
Neben dem strategischen Markendenken legen die Kunden der Umfrage zufolge Wert auf eine auffallend kreative Kampagne , gute Marktkenntnis sowie die Tatsache , dass man bereits erfolgreich zusammengearbeitet hat .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Anfang April 1945 wurde Mengede zur Front .	O O O O B-LOC O O O
Dies sollte das signalisieren .	O O O O O
Man muss Politik nach Realitäten ausrichten nicht nach wünschen .	O O O O O O O O O O
Ein Luftangriff auf das Gefängnis in Berlin-Plötzensee ermöglichte ihm aber im Januar 1944 die Flucht .	O O O O O O B-LOC O O O O O O O O O
Daher sei er sehr für eine freundliche Übernahme .	O O O O O O O O O
Da Unternehmen wie Privatleute auf IKT-Produkte und-dienstleistungen angewiesen sind , kommt der Branche eine Schlüsselfunktion zu .	O O O O O O O O O O O O O O O O O
1984 war für alle Sportler des Ostblocks vom Olympiaboykott geprägt .	O O O O O O O O B-ORGpart O O
Strömungen entlang der Küste bewirken , dass die großen Steine , die aus den Kliffs im Norden ausbrechen , entlang des Strandes zu Kieseln zerrieben werden .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Als Kassierer ist er auch den jungen Bläsern verbunden .	O O O O O O O O O O
Beim Bau des Flughafens Riem wurden 600 Meter nördlich der Gronsdorfer Kirche zwei hallstattzeitliche Grabhügel gefunden .	O O O O B-LOC O O O O O B-LOCderiv O O B-OTHderiv O O O
Seine Grundfläche entspricht einem Polygon mit 51 Ecken und 32 Metern Durchmesser .	O O O O O O O O O O O O O
In den 60er Jahren wurde ein Kollege mal vom Festkomitee für ein Wochenende gesperrt , der zu harte Dinge abgelassen hatte .	O O O O O O O O O O O O O O O O O O O O O O
CDU-Bundeskanzlerin Angela Merkel hat auf ihrer Reise nach Japan diese Woche eine neue Klima-Initiative gestartet : Der Treibhausgasausstoß pro Kopf soll demnach maßgeblich für künftige Richtwerte im Kampf gegen den Klimawandel sein .	B-ORGpart B-PER I-PER O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O
An 100 Schießständen kamen 3628 Schützen aus 7 Nationen zusammen .	O O O O O O O O O O O
Dort sind laut ver.di 150 von 180 Kindertagesstätten geschlossen .	O O O B-ORG O O O O O O
"Die Mädchen müssen sich ihre Freiheiten über die Bildung oft erst erkämpfen und früher Eigenverantwortung übernehmen . """	O O O O O O O O O O O O O O O O O O
Cuxhaven / Wesermarsch ( ots ) - BEREICH CUXHAVEN Stadtteil für Kraftfahrzeuge gesperrt Aufgrund der bisher langanhaltenden hervorragenden Witterung nahm der Touristenstrom in Cuxhaven , hier vor allem im Stadtteil Duhnen , kein Ende .	B-LOC O B-LOC O B-ORG O O O B-LOC O O O O O O O O O O O O O O B-LOC O O O O O O B-LOC O O O O
Seine 19 Opern repräsentieren weniger Frische , dafür mehr Kraft der Gedanken .	O O O O O O O O O O O O O
Das Belächeln der unerbetenen Belehrungen über die politische Ökonomie und das Wesen des Finanzkapitals , der Spaß daran ist den Ostgenossen spätestens seit Cottbus vergangen .	O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O
Beweise dafür lieferte er keine .	O O O O O O
Als Geschäftsführender Gesellschafter eines mehr als 140 Jahre alten Unternehmens liefern wir eine breite Palette optischer Analysegeräte in mehr als 80 Länder .	O O O O O O O O O O O O O O O O O O O O O O O
Fußball-Nationalspieler Robert Huth hat sich beim 7:0-Sieg der deutschen Nationalmannschaft im WM-Test am Samstag in Freiburg gegen Luxemburg am rechten Fuß verletzt .	O B-PER I-PER O O O O O B-LOCderiv O O O O O O B-LOC O B-LOC O O O O O
Seit einigen Wochen läuft der Film des früheren US-Vizepräsidenten Al Gore über die Klimaerwärmung in den Kinos .	O O O O O O O O B-LOCpart B-PER I-PER O O O O O O O
In der nächstjährigen Pokalrunde war der FV 09 erneut dabei , war dieses Mal beim 1:7 gegen Hertha BSC aber chancenlos .	O O O O O O B-ORG I-ORG O O O O O O O O O B-ORG I-ORG O O O
Man verschwendete auch kaum einen Gedanken daran , den Lion durch einen neuen Entwurf abzulösen .	O O O O O O O O O B-OTH O O O O O O
Für die Kernstadt ist der Löschzug Gütersloh zuständig .	O O O O O O B-LOC O O
Mit der Einführung der VBE 2.0 war es somit möglich , Grafikmodi in mit 16 Bit Farbtiefe ( 65.536 Farben ) mit Auflösungen bis zu 1.600x1.200 zu verwenden , ohne gezielt programminterne Unterscheidungen zur verwendeten Grafikhardware zu implementieren .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Das Unternehmen musste im Schlussquartal 2008 aufgrund von Einmaleffekten einen deutlichen Gewinnrückgang verzeichnen .	O O O O O O O O O O O O O O
Sofort war der Kontakt zum Publikum hergestellt .	O O O O O O O O
Ein im Südosten Brooklyns liegender heutiger Ortsteil heißt Canarsie .	O O O B-LOC O O O O B-LOC O
Das Gemeindegebiet umfasst 22.26 Quadratkilometer , die sich auf Felder und Wiesen in der Ebene des Rheintals , Wälder und Wiesland an den Abhängen über dem Dorf und eine alpine Zone mit verschiedenen Alpen und Berggipfeln verteilen .	O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O B-LOCderiv O O O B-LOC O O O O
"Der Mann wirkte um Jahrzehnte gealtert "" , sagte Tehge ."	O O O O O O O O O B-PER O
Reger Schriftwechsel wurde als Beleg für eine freundschaftliche Beziehung interpretiert - eine Logik , die all jenen von vorneherein nicht einleuchtete , die ihren Mailaccount primär beruflich nutzen .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Funktionär der NPD-Jugendorganisation "" Junge Nationaldemokraten "" Von Februar 2006 bis Ende April 2006 gehörte Klettenhofer dem bayrischen Landesvorstand der NPD-Jugendorganisation Junge Nationaldemokraten ( JN ) als Beisitzer an ."	O O B-ORGpart O B-ORG I-ORG O O O O O O O O O B-PER O B-LOCderiv O O B-ORGpart B-ORG I-ORG O B-ORG O O O O O
Der Lehrer kann und muss diesen Prozess teilweise regulieren .	O O O O O O O O O O
An den Eröffnungstagen wirbt Mann-Mobilia mit Angeboten und Aktionen wie Live-Musik , einem kleinen Weihnachtsmarkt und Spielangeboten für Kinder .	O O O O B-ORG O O O O O O O O O O O O O O O
Dabei wurde Essig traditionell wie beispielsweise beim bekannten Aceto balsamico in der italienischen Region Modena vor allem aus Wein gewonnen , der offen stehengelassen und vergoren wurde .	O O O O O O O O O O O O B-LOCderiv O B-LOC O O O O O O O O O O O O O
Der nasse Sommer ließ die Äpfel groß und knackig werden .	O O O O O O O O O O O
Seit Wochen steht Verteidigungsminister Rumsfeld in den USA unter massiver Kritik .	O O O O B-PER O O B-LOC O O O O
Fuentes arbeitete über 30 Jahre lang als Kapitän der Pilar , dies schließt die Zeit mit ein , in der sich Hemingway nicht auf Kuba aufhielt .	B-PER O O O O O O O O B-OTH O O O O O O O O O O O B-PER O O B-LOC O O
Der Opa hat jetzt die Enkelin geheiratet , meinen Glückwunsch .	O O O O O O O O O O O
Es wurde in den nächsten Fluss geworfen – als Symbol , dass nun alle bösen Geister aus dem Haus vertrieben waren .	O O O O O O O O O O O O O O O O O O O O O O
Im Vergleich zu 2003 sank die Zahl der Rauschgifttoten gar um 13,9 Prozent . 90 Prozent der Opfer sind Deutsche .	O O O O O O O O O O O O O O O O O O O B-LOCderiv O
Statt dessen hat er sich ins Innere des gewaltigen Berges zurückgezogen .	O O O O O O O O O O O O
Das Klappdach des Mazda MX-5 Roadster Coupe ist ein Wunder an Kompaktheit : Es faltet so platzsparend zusammen , dass auch im abgelegten Zustand das gesamte Kofferraumvolumen von 150 Liter ( VDA-Norm ) erhalten bleibt .	O O O B-OTH I-OTH I-OTH I-OTH O O O O O O O O O O O O O O O O O O O O O O O O B-ORGpart O O O O
Das Unternehmen besteht im Wesentlichen aus juristisch selbstständigen Unternehmen , die es in über 70 Ländern weltweit gibt .	O O O O O O O O O O O O O O O O O O O
Auch beim Token-Bus wird der Zugriff über Token-Passing geregelt , nur besitzt das Netz Bus- oder Baumstruktur .	O O O O O O O O O O O O O O O O O O
Für zahlreiche saarländische Kommunen entwarf er das Gemeindewappen .	O O B-LOCderiv O O O O O O
Anfang des 20. Jahrhundert beherbergte das Rabbinerseminar mit Ignaz Goldziher einen der bedeutendsten Islamwissenschaftler seiner Zeit , der allerdings nur als Lehrbeauftragter mitwirken durfte .	O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O
Aufgrund der Schulreform im Land müsse sich die Lehrerausbildung inhaltlich verändern , fordert Böschen .	O O O O O O O O O O O O O B-PER O
Sehr selten drohen die Tiere auch bei Gefahr , um Fressfeinde zu erschrecken .	O O O O O O O O O O O O O O
Nach Angaben des TV-Senders NDTV wurden die Flüge aller Kiran-Mk2-Jets bis zur Klärung der Absturzursache ausgesetzt .	O O O O B-ORG O O O O B-OTHpart O O O O O O O
Ernst Boch : Das Prinzip Hoffnung .	B-PER I-PER O B-OTH I-OTH I-OTH O
Sehr interessant ist der Dienst Windows Live Folders .	O O O O O B-OTH I-OTH I-OTH O
Wurzelverzeichnis ( Rootverzeichnis ) dieser Hierarchie ist das Verzeichnis „ / “ .	O O O O O O O O O O O O O
Als eine zentrale Produktion im Rahmen der Ruhrtriennale 2008 inszenierte Schorsch Kamerun das aufwendige Theaterexperiment Westwärts mit 150 Statisten in der Maschinenhalle Zeche Zweckel in Gladbeck .	O O O O O O O B-ORG O O B-PER I-PER O O O B-OTH O O O O O O B-LOC I-LOC O B-LOC O
Diesen Plan zog man wieder aus der Schublade .	O O O O O O O O O
